,title,link,hood,price,bed,bath,sqft,type,laundry,parking,cats,dogs,furnished,nosmoke,wheelchair,img,words,region
232,"Located on 1st floor, Ideal 1BR apt, Updated kitchen, Generous closets",https://sfbay.craigslist.org/sby/apa/d/located-on-1st-floor-ideal/6565540833.html,(san jose west),2095,1,1.0,575.0,apartment,2,4,1,0,0,0,0,9,262,0
233,"Downstairs corner 1x1, avail. Now at Peartree Apartments.",https://sfbay.craigslist.org/sby/apa/d/downstairs-corner-1x1-avail/6567586365.html,(sunnyvale),2483,1,1.0,662.0,apartment,2,4,1,1,0,1,0,7,244,0
234,"Upstairs Unit near Los Gatos Border, Gleaming Pergo Flr,  Private Deck",https://sfbay.craigslist.org/sby/apa/d/upstairs-unit-near-los-gatos/6567586358.html,(campbell),2300,2,2.0,900.0,apartment,0,0,0,0,0,1,0,10,179,0
235,Looking For A Place To Call Home? High Yelp Reviews Can't Be Wrong!,https://sfbay.craigslist.org/sby/apa/d/looking-for-place-to-call/6567586140.html,(san jose north),3645,2,2.0,1180.0,apartment,5,5,1,1,0,1,1,4,546,0
236,Upstairs 2x1 available 5/29 at Peartree,https://sfbay.craigslist.org/sby/apa/d/upstairs-2x1-available-5-29/6561082798.html,(sunnyvale),2953,2,1.0,851.0,apartment,2,4,1,1,0,1,0,8,161,0
237,ViO Offers Modern Living in South San Jose! 1-bedroom Available!,https://sfbay.craigslist.org/sby/apa/d/vio-offers-modern-living-in/6567585790.html,(san jose south),2225,1,1.0,761.0,apartment,5,0,1,1,0,1,0,9,292,0
238,"Downstairs Corner 1x1, avail. Now at Peartree Apartments.",https://sfbay.craigslist.org/sby/apa/d/downstairs-corner-1x1-avail/6561083780.html,(sunnyvale),2515,1,1.0,662.0,apartment,2,4,1,1,0,1,0,7,244,0
239,"Downtown Sunnyvale, Caltrain, & Starbucks all walkable from Peartree!!",https://sfbay.craigslist.org/sby/apa/d/downtown-sunnyvale-caltrain/6562075219.html,(sunnyvale),2440,1,1.0,662.0,apartment,2,4,1,1,0,1,0,7,259,0
240,$2250 / 2br - Completely remodeled 2br/1ba attached Garage,https://sfbay.craigslist.org/sby/apa/d/2250-2br-completely-remodeled/6562019454.html,(san jose west),2250,2,1.0,800.0,duplex,5,6,1,1,0,0,0,7,118,0
241,See Why Amalfi Is The Place To Be!!,https://sfbay.craigslist.org/sby/apa/d/see-why-amalfi-is-the-place/6567582538.html,(milpitas),2666,2,2.0,829.0,apartment,5,0,0,1,0,1,1,12,304,0
242,2 Bedroom Available for Immediate Move-in with Updated Kitchen!,https://sfbay.craigslist.org/sby/apa/d/2-bedroom-available-for/6567582324.html,(san jose east),2375,2,2.0,850.0,apartment,2,4,1,1,0,0,0,6,219,0
243,"Spacious Top Floor Apartment, Sunny, Extra Storage Included",https://sfbay.craigslist.org/sby/apa/d/spacious-top-floor-apartment/6558623598.html,(cupertino),2695,1,1.0,770.0,apartment,2,4,0,0,0,0,0,17,143,0
244,One Bedroom w/ Great Space and Full-Size appliances!!,https://sfbay.craigslist.org/sby/apa/d/one-bedroom-great-space-and/6567578509.html,(san jose downtown),2625,1,1.0,775.0,apartment,4,5,1,1,0,0,0,9,190,0
245,$2295 / 1br - 711ft2 - Modern 1BR/1BA at PKSL in Sunnyvale - Pet Frien,https://sfbay.craigslist.org/sby/apa/d/2295-1br-711ft2-modern-1br/6557091900.html,(sunnyvale),2295,1,1.0,711.0,apartment,2,4,1,1,0,1,0,8,278,0
246,"Newly Renovated Spaious 2x2 With WD, Patio, Storage Included",https://sfbay.craigslist.org/sby/apa/d/newly-renovated-spaious-2x2/6567580897.html,(cupertino),3795,2,2.0,1005.0,apartment,5,4,0,0,0,0,0,17,69,0
247,Elevate Your Living Experience @ ViO! 1 Bedrooms Available!,https://sfbay.craigslist.org/sby/apa/d/elevate-your-living/6567580489.html,(san jose south),2300,1,1.0,817.0,apartment,5,0,1,1,0,1,0,8,270,0
248,"LUXURY, RESORT LIVING IN THE HEART OF SANTA CLARA",https://sfbay.craigslist.org/sby/apa/d/luxury-resort-living-in-the/6567580301.html,(santa clara),2320,2,1.0,,apartment,2,4,1,1,0,0,0,6,214,0
249,"Immaculate B1-B Floorplan, Open layout",https://sfbay.craigslist.org/sby/apa/d/immaculate-b1-floorplan-open/6567580291.html,(milpitas),2981,2,2.0,920.0,apartment,5,5,1,1,0,1,0,13,312,0
250,WASHER & DRYER IN UNIT WITH HARDWOOD FLOORING~VISIT OUR WEBSITE TODAY,https://sfbay.craigslist.org/sby/apa/d/washer-dryer-in-unit-with/6567579946.html,(san jose downtown),2375,1,1.0,531.0,apartment,5,0,1,1,0,1,0,19,444,0
251,ViO- World Class Apartments 1 bed 1 bath available today!,https://sfbay.craigslist.org/sby/apa/d/vio-world-class-apartments-1/6567579393.html,(san jose south),2225,1,1.0,761.0,apartment,5,0,1,1,0,1,0,11,271,0
252,It's a Beautiful Day in the Neighborhood! Visit Willow Glen TODAY!,https://sfbay.craigslist.org/sby/apa/d/its-beautiful-day-in-the/6567578567.html,(willow glen / cambrian),2421,1,1.0,780.0,apartment,5,4,1,1,0,1,0,6,456,0
253,@@ Condo for rent Available now Close All @@,https://sfbay.craigslist.org/sby/apa/d/condo-for-rent-available-now/6548244526.html,(san jose north),1850,1,1.0,600.0,condo,2,4,0,0,0,0,0,10,165,0
254,"## Available Now Deluxe Condo in Gated Community, Pool, GYM  ##",https://sfbay.craigslist.org/sby/apa/d/available-now-deluxe-condo-in/6540651637.html,(san jose north),1850,1,1.0,600.0,condo,2,4,0,0,0,0,0,10,149,0
255,Gorgeous 2 bedroom townhome with a 2 car garage,https://sfbay.craigslist.org/sby/apa/d/gorgeous-2-bedroom-townhome/6567578356.html,(san jose downtown),3397,2,2.5,1301.0,townhouse,5,6,1,1,0,1,0,13,376,0
256,@Larger Townhouse in great community  close to new shopping center @,https://sfbay.craigslist.org/sby/apa/d/larger-townhouse-in-great/6558178030.html,(san jose south),3200,2,2.5,1350.0,townhouse,2,6,0,0,0,1,0,17,200,0
257,Ask Us About Our Move In Specials,https://sfbay.craigslist.org/sby/apa/d/ask-us-about-our-move-in/6567578025.html,(san jose downtown),3250,2,2.0,964.0,apartment,5,6,1,1,0,1,1,7,83,0
258,Los Gatos 2 BR/1BA by LG Trail & Netflix! LG SCHOOLS! May 5th,https://sfbay.craigslist.org/sby/apa/d/los-gatos-2-br-1ba-by-lg/6567577090.html,(los gatos),2395,2,1.0,815.0,apartment,2,4,0,0,0,1,0,8,301,0
259,"NEW PAINT, NEW CARPET, NEW APPLIANCES! THIS 1B|1B HAS IT ALL!",https://sfbay.craigslist.org/sby/apa/d/new-paint-new-carpet-new/6567576707.html,(san jose downtown),2360,1,1.0,531.0,apartment,5,0,1,1,0,1,0,21,444,0
260,~ 14850 Oka Rd. ~ Move in Ready by May 20th! ~ Los Gatos Gardens!,https://sfbay.craigslist.org/sby/apa/d/oka-rd-move-in-ready-by-may/6567576522.html,(los gatos),2495,2,1.0,815.0,apartment,2,4,0,0,0,1,0,8,301,0
261,$1000 Off at Move In!,https://sfbay.craigslist.org/sby/apa/d/1000-off-at-move-in/6567575731.html,,2719,2,1.5,,apartment,0,0,0,0,0,0,0,9,163,0
262,"Great Place, Great Location, Excellent Layout, A Place To Call HOME!!",https://sfbay.craigslist.org/sby/apa/d/great-place-great-location/6567574437.html,(san jose west),2525,2,2.0,1020.0,apartment,2,4,1,1,0,0,0,7,283,0
263,"One Bedroom - Fireplace, Gas Range, Hardwood Floors, Granite Counters",https://sfbay.craigslist.org/sby/apa/d/one-bedroom-fireplace-gas/6567573990.html,(cupertino),2895,1,1.0,700.0,apartment,5,4,0,0,0,0,0,12,280,0
264,GORGEOUS RESORT-LIKE ENVIRON!,https://sfbay.craigslist.org/sby/apa/d/gorgeous-resort-like-environ/6561904985.html,(cupertino),2395,1,1.0,776.0,apartment,2,4,0,0,0,0,0,8,309,0
265,👙HUGE Pool! 🌊Enjoy Summer The RIGHT WAY! 🍹,https://sfbay.craigslist.org/sby/apa/d/huge-pool-enjoy-summer-the/6567571852.html,(campbell),2750,1,1.0,750.0,apartment,5,4,1,1,0,1,0,11,385,0
266,LUXURY ONE BEDROOM WITH PREMIUM UPGRADES!,https://sfbay.craigslist.org/sby/apa/d/luxury-one-bedroom-with/6567571814.html,(sunnyvale),2298,1,0.0,,apartment,0,0,0,0,0,0,0,7,182,0
267,"Do you value convenience? If so, Come by Peartree",https://sfbay.craigslist.org/sby/apa/d/do-you-value-convenience-if/6562075692.html,(sunnyvale),2953,2,1.0,851.0,apartment,2,4,1,1,0,1,0,8,161,0
268,"After a hard day at work, enjoy your new home at Peartree Apts.!!!",https://sfbay.craigslist.org/sby/apa/d/after-hard-day-at-work-enjoy/6562832819.html,(sunnyvale),2953,2,1.0,851.0,apartment,2,4,1,1,0,1,0,8,176,0
269,"Downstairs 1x1, avail. 5/5 at Peartree Apartments.",https://sfbay.craigslist.org/sby/apa/d/downstairs-1x1-avail-5-5-at/6562835145.html,(sunnyvale),2515,1,1.0,662.0,apartment,2,4,1,1,0,1,0,7,244,0
270,Move-in Ready 1 bedroom apartment,https://sfbay.craigslist.org/sby/apa/d/move-in-ready-1-bedroom/6567570081.html,(campbell),1895,1,1.0,650.0,apartment,2,2,1,0,0,1,0,6,166,0
271,"Townhome Style Apartment Available, Move in Today with $250 Deposit",https://sfbay.craigslist.org/sby/apa/d/townhome-style-apartment/6567562122.html,(san jose north),2900,2,2.0,1013.0,apartment,5,4,1,1,0,1,0,4,153,0
272,Furnished or Unfurnished Condo in Private Condo Complex,https://sfbay.craigslist.org/sby/apa/d/furnished-or-unfurnished/6567569981.html,(Los Altos),4400,2,2.0,970.0,condo,5,4,0,0,1,1,0,22,163,0
273,"~~Downstairs 2x1 available 4/13, come in see us at Peartree Apts.~~",https://sfbay.craigslist.org/sby/apa/d/downstairs-2x1-available-4-13/6567569138.html,(sunnyvale),2903,2,1.0,851.0,apartment,2,4,1,1,0,1,0,8,176,0
274,2 beds 1 bath next to APPLE SPACE CAMPUS $1995,https://sfbay.craigslist.org/sby/apa/d/2-beds-1-bath-next-to-apple/6565239915.html,(cupertino),1995,2,1.0,850.0,apartment,4,4,0,0,0,1,0,10,192,0
275,"Stylish Upgrades! Quartz Counters, New Cabinets, Glass Tile Backsplash",https://sfbay.craigslist.org/sby/apa/d/stylish-upgrades-quartz/6564176566.html,(cupertino),2645,1,1.0,600.0,apartment,2,0,0,0,0,0,0,9,251,0
276,Great Campbell Location! Upstaris Condo with Garage! Cat ok!,https://sfbay.craigslist.org/sby/apa/d/great-campbell-location/6545245781.html,(campbell),2150,1,1.0,744.0,condo,5,5,0,0,0,0,0,10,123,0
277,✲Spacious 3 Bedroom see today✲,https://sfbay.craigslist.org/sby/apa/d/spacious-3-bedroom-see-today/6567559829.html,(san jose downtown),4138,3,3.0,1495.0,apartment,5,5,1,1,0,1,0,7,323,0
278,Just updated for you! Amazing easy location for commuters!,https://sfbay.craigslist.org/sby/apa/d/just-updated-for-you-amazing/6565411493.html,(san jose north),2045,1,1.0,700.0,condo,5,4,0,0,0,1,0,12,244,0
279,Two-Bedroom Apartment w/ Walk-In Closets & Elfa Organization Systems!,https://sfbay.craigslist.org/sby/apa/d/two-bedroom-apartment-walk-in/6567566952.html,(sunnyvale),4679,2,2.0,1142.0,apartment,5,6,1,1,0,1,0,16,324,0
280,Wonderfully size 2 Bedroom - Open Space and Dogs are Welcome!,https://sfbay.craigslist.org/sby/apa/d/wonderfully-size-2-bedroom/6567566605.html,(cupertino),4032,2,2.0,1165.0,apartment,5,5,1,1,0,1,0,11,249,0
281,1BED 1 BA AVAILABLE NOW! *Luxury Living near beautiful Willow Glen*,https://sfbay.craigslist.org/sby/apa/d/1bed-1-ba-available-now/6567546940.html,(san jose downtown),2399,1,1.0,850.0,apartment,5,5,1,0,1,1,0,8,424,0
282,"Cupertino Schools Near By & Wilson Park, Close By Grocery Stores!",https://sfbay.craigslist.org/sby/apa/d/cupertino-schools-near-by/6567564015.html,(cupertino),3000,1,1.0,897.0,apartment,5,0,1,1,0,1,0,6,291,0
283,GREAT MOUNTAIN VIEW LOCATION,https://sfbay.craigslist.org/sby/apa/d/great-mountain-view-location/6567563541.html,(mountain view),1995,1,1.0,600.0,apartment,2,4,0,0,0,0,0,6,90,0
284,1BR1B! Remarkable Value. Unbeatable Location!,https://sfbay.craigslist.org/sby/apa/d/1br1b-remarkable-value/6567542199.html,(san jose north),2570,1,1.0,671.0,apartment,5,4,1,1,0,1,1,8,198,0
285,Extravagant A1 on Top Floor,https://sfbay.craigslist.org/sby/apa/d/extravagant-a1-on-top-floor/6567548621.html,(milpitas),2401,1,1.0,678.0,apartment,5,0,0,1,0,1,1,12,307,0
286,2bd/2bath Santa Clara Condo - AVAIL ASAP,https://sfbay.craigslist.org/sby/apa/d/2bd-2bath-santa-clara-condo/6556847870.html,(santa clara),2995,2,2.0,980.0,condo,5,4,0,0,0,1,0,13,203,0
287,Bright Pool View Apartment Available!! Spring Specials!,https://sfbay.craigslist.org/sby/apa/d/bright-pool-view-apartment/6567558882.html,(san jose downtown),2436,0,1.0,400.0,apartment,4,5,1,1,0,0,0,8,188,0
288,"Quartz Counters, Large Windows, and Open Kitchen!",https://sfbay.craigslist.org/sby/apa/d/quartz-counters-large-windows/6567558430.html,(cupertino),3299,1,1.0,747.0,apartment,5,4,1,1,0,1,0,11,189,0
289,Come and See Our Beautiful Apartment Homes at Cupertino City Center!,https://sfbay.craigslist.org/sby/apa/d/come-and-see-our-beautiful/6567552758.html,(cupertino),2641,1,1.0,668.0,apartment,4,5,1,1,0,1,0,10,221,0
290,Beautiful 2 Bedroom - Ground Floor (Specials Available),https://sfbay.craigslist.org/sby/apa/d/beautiful-2-bedroom-ground/6565622889.html,,2669,2,1.5,,apartment,0,0,0,0,0,0,0,9,171,0
291,Welcome HOME to Heatherstone Apartments!,https://sfbay.craigslist.org/sby/apa/d/welcome-home-to-heatherstone/6567551570.html,(mountain view),2918,1,1.0,750.0,apartment,0,0,1,1,0,1,0,7,164,0
292,Week Special Only!! Six weeks free!! Brand New!! Unique Layouts!!,https://sfbay.craigslist.org/sby/apa/d/week-special-only-six-weeks/6567551270.html,(san jose south),2565,1,1.0,,apartment,5,6,1,1,0,1,1,22,219,0
293,Visit This Summers Newest Community,https://sfbay.craigslist.org/sby/apa/d/visit-this-summers-newest/6561005144.html,(santa clara),3305,1,1.0,809.0,apartment,5,0,1,1,0,1,0,8,280,0
294,Do you like to cook? This 1bed 1bath has huge kitchen space and island,https://sfbay.craigslist.org/sby/apa/d/do-you-like-to-cook-this-1bed/6567549896.html,(san jose south),2381,1,1.0,763.0,apartment,5,4,1,1,0,1,1,9,781,0
295,4 bd/3 Ba first time rental.  Short walk to downtown Willow Glen,https://sfbay.craigslist.org/sby/apa/d/4-bd-3-ba-first-time-rental/6561695654.html,(willow glen / cambrian),6450,4,3.0,2400.0,house,2,5,1,1,0,0,0,12,205,0
296,Foothill Elementrary Saratoga Highschool 3 Bedroom 2 full baths,https://sfbay.craigslist.org/sby/apa/d/foothill-elementrary-saratoga/6567548464.html,(saratoga),4700,3,2.0,1350.0,apartment,5,6,1,1,0,0,0,15,248,0
297,"Studio Apartment for rent, river oaks North San Jose- $2040 near cisco",https://sfbay.craigslist.org/sby/apa/d/studio-apartment-for-rent/6567532594.html,(san jose north),2040,1,1.0,565.0,apartment,5,6,0,0,0,0,0,7,379,0
298,"Bright living, Near the Light Rail, Tall ceilings, Victorian 1BR apt",https://sfbay.craigslist.org/sby/apa/d/bright-living-near-the-light/6563684643.html,(san jose downtown),2125,1,1.0,750.0,apartment,4,0,1,0,0,0,0,10,211,0
299,"Location, Location! Vintage Charm & Washer/Dryer in Unit!",https://sfbay.craigslist.org/sby/apa/d/location-location-vintage/6567547478.html,(mountain view),3391,1,1.0,741.0,apartment,5,0,1,1,0,1,0,8,293,0
300,LEX Has Everything You Need Including 6 Weeks Rent Free for Immediate Move-In!,https://sfbay.craigslist.org/sby/apa/d/lex-has-everything-you-need/6567547309.html,(san jose south),2560,1,1.0,,apartment,5,6,1,1,0,1,1,18,158,0
301,~1Bed 1Bath With Amazing MountainView Located in Cupertino~,https://sfbay.craigslist.org/sby/apa/d/1bed-1bath-with-amazing/6567546516.html,(cupertino),2911,1,1.0,701.0,apartment,5,5,1,1,0,1,0,13,294,0
302,All New 1br apartment,https://sfbay.craigslist.org/sby/apa/d/all-new-1br-apartment/6564872093.html,(willow glen / cambrian),1900,1,1.0,570.0,apartment,2,4,0,0,0,0,0,5,277,0
303,Spacious 1 Bedroom w/ A Great View! Apply Today & Receive $1000 OFF!,https://sfbay.craigslist.org/sby/apa/d/spacious-1-bedroom-a-great/6567545994.html,(cupertino),3590,1,1.0,914.0,apartment,5,5,1,1,0,1,0,5,282,0
304,Come Cozy Up In Your New 1x1 Home | W/D | Across from VTA!,https://sfbay.craigslist.org/sby/apa/d/come-cozy-up-in-your-new-1x1/6567545893.html,(san jose north),2392,1,1.0,731.0,apartment,5,5,1,1,0,1,0,9,208,0
305,"Great Location In Sunnyvale, Nearby Grocery Stores, & Shuttle Service!",https://sfbay.craigslist.org/sby/apa/d/great-location-in-sunnyvale/6567540735.html,(sunnyvale),2914,1,1.0,693.0,apartment,5,4,1,1,0,1,0,12,318,0
306,"4BR/2.5BA Updated endunit townhome, garage, patio, close to Rivermark",https://sfbay.craigslist.org/sby/apa/d/4br-25ba-updated-endunit/6567539635.html,(santa clara),3850,4,2.5,1800.0,townhouse,5,5,0,0,0,1,0,4,227,0
307,2BR/2BA Apt. w/ Access to an Updated Fitness Center w/ Towel Service,https://sfbay.craigslist.org/sby/apa/d/2br-2ba-apt-access-to-an/6567539594.html,(santa clara),2880,2,2.0,950.0,apartment,5,0,1,1,0,1,0,10,405,0
308,"1 Bedroom, 1 Bath Apartment!!  ***NO PET RENT!!",https://sfbay.craigslist.org/sby/apa/d/1-bedroom-1-bath-apartment-no/6554547469.html,(sunnyvale),2225,1,1.0,720.0,apartment,2,4,1,1,0,1,0,13,234,0
309,Remodeled 1 Bed/1 Bath Apartment **No Pet Rent!!**,https://sfbay.craigslist.org/sby/apa/d/remodeled-1-bed-1-bath/6554675921.html,(sunnyvale),2350,1,1.0,720.0,apartment,2,4,1,1,0,1,0,13,234,0
310,AVAILABLE NOW! Come and take a tour of our newly renovated 1x1!,https://sfbay.craigslist.org/sby/apa/d/available-now-come-and-take/6567538896.html,(san jose south),2401,1,1.0,811.0,apartment,5,4,1,0,0,1,0,6,420,0
311,NEWLY Remodeled 2 Bedroom/1 Bath Apartment ** $600 MOVE-IN BONUS!!!,https://sfbay.craigslist.org/sby/apa/d/newly-remodeled-2-bedroom-1/6541632303.html,(sunnyvale),2625,2,1.0,900.0,apartment,2,4,1,1,0,1,0,16,234,0
312,"Heat & A/C comfort, NEW flooring, Spacious 1BR 1BA apt, Near dining",https://sfbay.craigslist.org/sby/apa/d/heat-c-comfort-new-flooring/6565609523.html,(willow glen / cambrian),1995,1,1.0,675.0,apartment,2,4,1,0,0,0,0,10,254,0
313,Pet Friendly & Professionally Landcaped! Same Day Approval!,https://sfbay.craigslist.org/sby/apa/d/pet-friendly-professionally/6567538136.html,(san jose south),3025,2,2.0,1028.0,apartment,5,0,1,1,0,1,0,12,295,0
314,"Move in Special, $500.00 Off when you Tour and Lease Today*",https://sfbay.craigslist.org/sby/apa/d/move-in-specialoff-when-you/6567536715.html,(santa clara),2530,1,1.0,700.0,apartment,5,4,1,1,0,1,0,9,180,0
315,"Villages Country Club - 2 BD/2BA, on golf course - Evergreen",https://sfbay.craigslist.org/sby/apa/d/villages-country-club-2-bd/6553410866.html,(san jose east),2995,2,2.0,1370.0,condo,5,6,0,0,0,1,0,10,212,0
316,"Villages Golf and Country Club - 2 BD/2BA, on golf course - Evergreen",https://sfbay.craigslist.org/sby/apa/d/villages-golf-and-country/6553409303.html,(san jose east),2995,2,2.0,1370.0,condo,5,6,0,0,0,1,0,10,215,0
317,"BRAND NEW home rental in 55/45 SENIOR CITIZEN community, 3 BR, 2 BA",https://sfbay.craigslist.org/sby/apa/d/brand-new-home-rental/6567534138.html,(willow glen / cambrian),2495,3,2.0,1230.0,manufactured,2,4,0,0,0,1,0,12,529,0
318,Tour This New 1x1 Apartment Home w/W/D & Bring Your Pet Along!!,https://sfbay.craigslist.org/sby/apa/d/tour-this-new-1x1-apartment/6567532930.html,(morgan hill),2465,1,1.0,701.0,apartment,5,4,1,1,0,0,0,8,208,0
319,Renovated 1x1's in a Tranquil Garden Style Community!,https://sfbay.craigslist.org/sby/apa/d/renovated-1x1s-in-tranquil/6567531919.html,(santa clara),2295,1,1.0,617.0,apartment,2,4,0,0,0,1,0,19,88,0
320,Quartz Countertops & Two-Tone Cabinetry in Your Spacious Home!,https://sfbay.craigslist.org/sby/apa/d/quartz-countertops-two-tone/6567531239.html,(santa clara),2895,2,1.0,830.0,apartment,2,4,0,0,0,1,0,16,141,0
321,"Extraordinary Townhome! Stainless Steel Appliances, Wood Flrs!",https://sfbay.craigslist.org/sby/apa/d/extraordinary-townhome/6567530666.html,(santa clara),3195,2,1.5,1045.0,townhouse,5,4,0,0,0,1,0,18,66,0
322,Bancroft 2: Furnished and conveniently located near BART!,https://sfbay.craigslist.org/sby/apa/d/bancroft-2-furnished-and/6561106871.html,(Berkeley),2750,1,0.5,,house,4,2,0,0,1,1,0,8,147,0
323,One Story Home South San Jose Blossom Hill,https://sfbay.craigslist.org/sby/apa/d/one-story-home-south-san-jose/6560702177.html,(san jose south),3500,4,1.5,1268.0,house,0,6,0,0,0,0,0,8,91,0
324,2BR/1BA Apartment with Access to a Clubhouse,https://sfbay.craigslist.org/sby/apa/d/2br-1ba-apartment-with-access/6567526194.html,(santa clara),2595,2,1.0,845.0,apartment,2,4,1,1,0,1,0,8,205,0
325,(Milvia 2) 2-1 Apartment with 4 beds and 5-minutes to Safeway,https://sfbay.craigslist.org/sby/apa/d/milviaapartment-with-4-beds/6561226497.html,(Berkeley),4875,2,1.0,,apartment,4,1,0,0,1,1,0,7,159,0
326,For Rent:  Newer Lrg. Two Bedroom Luxury Los Gatos Neighborhood condo.,https://sfbay.craigslist.org/sby/apa/d/for-rent-newer-lrg-two/6561301977.html,(san jose west),3495,2,2.0,1396.0,condo,5,6,0,0,0,0,0,11,40,0
327,****HOT DEAL***1 bedroom & 1 bath with a den!,https://sfbay.craigslist.org/sby/apa/d/hot-deal1-bedroom-1-bath-with/6567485065.html,(san jose downtown),2981,1,1.0,867.0,apartment,5,5,1,1,0,1,0,10,299,0
328,Hollister Home,https://sfbay.craigslist.org/sby/apa/d/hollister-home/6567522297.html,(hollister),2700,4,2.5,1900.0,house,4,6,1,1,0,0,0,2,122,0
329,CHIC 1BR/1BA APARTMENT WITH EQUIPPED KITCHEN & GARAGE PARKING,https://sfbay.craigslist.org/sby/apa/d/chic-1br-1ba-apartment-with/6567518973.html,(san jose west),2553,1,1.0,,apartment,5,0,1,1,0,1,0,9,431,0
330,Furry Friends Welcome! Large patios & close to Central Park,https://sfbay.craigslist.org/sby/apa/d/furry-friends-welcome-large/6567518935.html,(santa clara),3227,2,2.0,1000.0,apartment,5,4,1,1,0,1,0,10,231,0
331,Luxury Flat W/ Spacious Layout!,https://sfbay.craigslist.org/sby/apa/d/luxury-flat-spacious-layout/6567518300.html,(san jose north),2783,1,1.0,935.0,apartment,5,5,1,1,0,1,1,9,159,0
332,Beautiful Single Family House in Rivermark,https://sfbay.craigslist.org/sby/apa/d/beautiful-single-family-house/6567517608.html,(santa clara),4250,3,3.5,2128.0,house,5,6,0,0,0,1,0,4,174,0
333,Watch the festivities in Dwntn Mt View today and view your new HOME!!,https://sfbay.craigslist.org/sby/apa/d/watch-the-festivities-in/6567517566.html,(mountain view),4246,2,2.0,1303.0,apartment,5,6,1,1,0,1,0,10,209,0
334,$250 OFF 1st MONTH! 1 bed/ 1 bath Move-in May 19th! 3rd Floor!!,https://sfbay.craigslist.org/sby/apa/d/250-off-1st-month-1-bed-1/6567517463.html,(milpitas),2445,1,1.0,715.0,apartment,5,4,1,0,0,0,0,14,137,0
335,"Spacious 808 sq ft, One Bed Room floor plan at Avalon Willow Glen ASAP",https://sfbay.craigslist.org/sby/apa/d/spacious-808-sq-ft-one-bed/6560427953.html,(san jose south),2330,1,1.0,808.0,apartment,5,0,1,1,0,0,0,7,250,0
336,"Beautifully Remodeled, Gated Community, Pool, Fitness, Picnic Area!",https://sfbay.craigslist.org/sby/apa/d/beautifully-remodeled-gated/6567515797.html,(san jose east),2223,1,1.0,612.0,apartment,5,4,1,1,0,1,0,5,443,0
337,"GREAT LOCATION! CLOSE TO TENNIS COURTS, PARK, AND A TRACK!",https://sfbay.craigslist.org/sby/apa/d/great-location-close-to/6567515727.html,(sunnyvale),2754,2,1.0,,apartment,0,0,0,0,0,0,0,6,152,0
338,***1 Bedroom*1 Bathroom*Creekside***,https://sfbay.craigslist.org/sby/apa/d/1-bedroom1-bathroomcreekside/6544381598.html,(los gatos),2200,1,1.0,640.0,apartment,2,4,0,0,0,0,0,5,279,0
339,Full size 1br plus small private yard/deck,https://sfbay.craigslist.org/sby/apa/d/full-size-1br-plus-small/6551597838.html,(sunnyvale),1950,1,1.0,575.0,apartment,2,4,0,0,0,0,0,12,112,0
340,$500 off 1st month's rent!! 2 bed/2 bath Move-in May 12th!,https://sfbay.craigslist.org/sby/apa/d/500-off-1st-months-rent-2-bed/6567514653.html,(milpitas),2845,2,2.0,1082.0,apartment,5,4,1,0,0,0,0,20,134,0
341,"Generous closets, REMODELED 1BR apt, Prime W. San Jose, Modern kitchen",https://sfbay.craigslist.org/sby/apa/d/generous-closets-remodeled/6563623387.html,(san jose west),2095,1,1.0,575.0,apartment,2,4,1,0,0,0,0,9,262,0
342,House in the Center of Cupertino,https://sfbay.craigslist.org/sby/apa/d/house-in-the-center-of/6567513950.html,(cupertino),4950,4,2.0,2100.0,house,5,2,0,0,0,1,0,15,78,0
343,Elements: Where the City Is Your Backyard. Weekend Specials NOW!,https://sfbay.craigslist.org/sby/apa/d/elements-where-the-city-is/6567512994.html,(san jose west),2530,1,1.0,861.0,apartment,5,6,1,1,0,1,1,8,258,0
344,$250 Off 1st Month!! 1 bed/ 1 bath Move-in May 12th! 2nd floor!,https://sfbay.craigslist.org/sby/apa/d/250-off-1st-month-1-bed-1/6567400416.html,(milpitas),2345,1,1.0,643.0,apartment,5,4,1,0,0,0,0,12,137,0
345,Lovely remodeled home in desirable Willow Glen/Doerr Park neighborhood,https://sfbay.craigslist.org/sby/apa/d/lovely-remodeled-home-in/6561314025.html,(willow glen / cambrian),4750,3,2.5,2029.0,house,4,6,0,0,0,1,0,18,81,0
346,"Efficient Design, Affordable and Wonderful Location!",https://sfbay.craigslist.org/sby/apa/d/efficient-design-affordable/6567503888.html,(san jose west),1968,0,1.0,475.0,apartment,4,4,1,1,0,1,0,16,166,0
347,Come watch the Parade and view your new HOME today! Dwntn Mntn View!,https://sfbay.craigslist.org/sby/apa/d/come-watch-the-parade-and/6567508648.html,(mountain view),4184,2,2.0,930.0,apartment,5,6,1,1,0,1,0,11,346,0
348,LAST DAY To Get 1 MONTH FREE!!!,https://sfbay.craigslist.org/sby/apa/d/last-day-to-get-1-month-free/6548111474.html,(milpitas),2891,1,1.0,759.0,apartment,0,0,0,0,0,0,0,9,133,0
349,One-Bedroom Apt. with Access to a Rooftop Patio with BBQ Equipment!,https://sfbay.craigslist.org/sby/apa/d/one-bedroom-apt-with-access/6567507442.html,(mountain view),3988,1,1.0,700.0,apartment,5,0,1,1,0,1,0,9,439,0
