,title,link,hood,price,bed,bath,sqft,type,laundry,parking,cats,dogs,furnished,nosmoke,wheelchair,img,words,region
589,Spacious 2 Bed x 1.5 Bath!  Reserve Yours Ahead Of The Others!,https://sfbay.craigslist.org/nby/apa/d/spacious-2-bed-15-bath/6549354668.html,(santa rosa),2099,2,1.5,,apartment,2,4,1,1,0,1,0,14,311,1
590,"☀ Petaluma Apartment Living, Spacious Patio or Balcony, Play Area",https://sfbay.craigslist.org/nby/apa/d/petaluma-apartment-living/6563669184.html,,2334,2,1.0,885.0,apartment,2,3,1,1,0,1,1,8,128,1
591,AMAZING VIEWS! Sophisticated and Private Mill Valley Hilltop Oasis!,https://sfbay.craigslist.org/nby/apa/d/amazing-views-sophisticated/6567009745.html,(mill valley),14000,5,4.0,4000.0,house,4,2,0,1,1,1,0,24,490,1
592,Stunning San Francisco Views! Walk to Downtown - Lovely Mill Valley Home!,https://sfbay.craigslist.org/nby/apa/d/stunning-san-francisco-views/6567005362.html,(mill valley),8500,3,2.0,2300.0,house,4,6,1,1,1,1,0,24,265,1
593,Mill Valley (Strawberry) Nicely Renovated 2x1 w. extra large patio,https://sfbay.craigslist.org/nby/apa/d/mill-valley-strawberry-nicely/6563754609.html,(mill valley),2850,2,1.0,,apartment,4,4,0,0,0,1,0,6,122,1
594,East Petaluma 3BR 2BA 1882 Sq $3300,https://sfbay.craigslist.org/nby/apa/d/east-petaluma-3br-2ba-1882-sq/6569297333.html,(petaluma),3300,3,2.0,1882.0,house,3,6,0,0,0,1,0,17,44,1
595,Stunning Short Term Lease with Views of the Bay!,https://sfbay.craigslist.org/nby/apa/d/stunning-short-term-lease/6564801178.html,(sausalito),6000,3,2.0,2200.0,house,5,2,0,0,1,1,0,19,97,1
596,Be the first tenants to live in this renovated 2 bdrm 1 bath condo,https://sfbay.craigslist.org/nby/apa/d/be-the-first-tenants-to-live/6558308443.html,(napa county),2450,2,1.0,,condo,5,6,0,0,0,0,0,11,146,1
597,"~Available Now! ~ Bright condo in San Rafael, Meadow Wood Area- PRANDI",https://sfbay.craigslist.org/nby/apa/d/available-now-bright-condo-in/6552026046.html,(san rafael),3250,2,2.0,,condo,5,4,0,0,0,1,0,11,125,1
598,3 bdrm 2 bath home on Mount Veeder Rd w/ views,https://sfbay.craigslist.org/nby/apa/d/3-bdrm-2-bath-home-on-mount/6569290765.html,(napa county),3400,3,2.0,,house,0,0,0,0,0,0,0,11,138,1
599,Charming Lower Unit Duplex in San Rafael! - PRANDI,https://sfbay.craigslist.org/nby/apa/d/charming-lower-unit-duplex-in/6544827101.html,(san rafael),2550,2,1.0,,duplex,2,6,0,0,0,1,0,11,135,1
600,2 Bedroom Home w/ Views of San Francisco - PRANDI,https://sfbay.craigslist.org/nby/apa/d/2-bedroom-home-views-of-san/6559074048.html,(sausalito),5450,2,2.5,,house,0,0,0,0,0,0,0,5,88,1
601,Modern Condo in San Rafael - Pool and Tennis Court Access - PRANDI,https://sfbay.craigslist.org/nby/apa/d/modern-condo-in-san-rafael/6550871621.html,(san rafael),3150,2,1.5,1328.0,apartment,5,5,0,0,0,1,0,14,89,1
602,Find Your New 2BR/2BA Townhome Here!!,https://sfbay.craigslist.org/nby/apa/d/find-your-new-2br-2ba/6569289552.html,(petaluma),2741,2,2.0,1277.0,townhouse,5,6,1,1,0,1,0,7,303,1
603,"Charming, Upgraded, Vintage  4 BR Tiburon home w/ stunning views",https://sfbay.craigslist.org/nby/apa/d/charming-upgraded-vintage-4/6569285862.html,(tiburon / belvedere),10700,4,3.0,2838.0,house,2,5,0,0,0,0,0,16,165,1
604,Upgraded cottage 1/2 mile west of Guerneville w/d hook ups,https://sfbay.craigslist.org/nby/apa/d/upgraded-cottage-1-2-mile/6560991572.html,(russian river),1600,2,1.0,,cottage/cabin,3,2,0,0,0,1,0,10,186,1
605,Remodeled Three Bedroom Two Bath Home on Private Road with Large Yard,https://sfbay.craigslist.org/nby/apa/d/remodeled-three-bedroom-two/6549913938.html,(russian river),2500,3,2.0,1577.0,house,4,2,1,1,0,1,0,24,245,1
606,"Upgraded home 1/2 mile west of Guerneville, W/D Hook ups, sunny yard",https://sfbay.craigslist.org/nby/apa/d/upgraded-home-1-2-mile-west/6569284693.html,(russian river),1950,2,1.0,1045.0,house,3,2,0,0,0,1,0,12,200,1
607,Avaliable now up  stairs unit 1 Bdr. Apartment for rent,https://sfbay.craigslist.org/nby/apa/d/avaliable-now-up-stairs-unit/6564213396.html,(santa rosa),1725,1,1.0,650.0,apartment,2,4,1,0,0,0,0,4,71,1
608,Check out This Huge Deal!! 1 Month OFF in June!!! Stop by Today!,https://sfbay.craigslist.org/nby/apa/d/check-out-this-huge-deal-1/6569276882.html,(san rafael),2405,1,1.0,870.0,apartment,5,0,1,1,0,1,0,19,329,1
609,"Perfect 1bd/1bth Condo in quiet, safe neighborhood",https://sfbay.craigslist.org/nby/apa/d/perfect-1bd-1bth-condo-in/6569273460.html,(santa rosa),1995,1,1.0,,condo,5,5,0,0,0,1,0,9,70,1
610,"Fully Equipped Fitness Center, Carpeting, Guest Parking",https://sfbay.craigslist.org/nby/apa/d/fully-equipped-fitness-center/6569271908.html,(santa rosa),2435,2,2.0,1210.0,apartment,5,4,1,1,0,1,0,9,239,1
611,St. Helena Home with Fantastic Views,https://sfbay.craigslist.org/nby/apa/d/st-helena-home-with-fantastic/6569269278.html,(napa county),3800,3,2.0,,house,3,6,0,0,0,1,0,17,117,1
612,3 Bedroom 2 Bath Available Now Located in Cloverdale Ready Now,https://sfbay.craigslist.org/nby/apa/d/3-bedroom-2-bath-available/6564632679.html,(mendocino county),2350,3,2.0,1440.0,house,3,2,1,1,0,0,0,12,97,1
613,"4 Bedrooms Plus Bonus Room, 3 Full & 2.5 Bath Southern Mansion in Napa",https://sfbay.craigslist.org/nby/apa/d/4-bedrooms-plus-bonus-room-3/6569267493.html,(napa county),19500,4,3.5,4323.0,house,5,6,0,0,0,0,0,24,271,1
614,6 bedroom 3 full bath located in Southern Cloverdale Avaliable Now,https://sfbay.craigslist.org/nby/apa/d/6-bedroom-3-full-bath-located/6564620033.html,(mendocino county),3250,6,3.0,2430.0,house,3,2,1,1,0,0,0,15,128,1
615,Stunning 2 Story Vintana home in Windsor,https://sfbay.craigslist.org/nby/apa/d/stunning-2-story-vintana-home/6559060594.html,(healdsburg / windsor),4500,3,2.5,2000.0,house,5,6,0,1,0,1,0,15,205,1
616,Beautifully furnished 3 bedroom Cotati Home!,https://sfbay.craigslist.org/nby/apa/d/beautifully-furnished-3/6551935530.html,(rohnert pk / cotati),3800,3,2.5,1553.0,townhouse,5,6,0,1,1,1,0,21,189,1
617,Large 6 Bed 3 Full Bath Home for Rent in Cloverdale,https://sfbay.craigslist.org/nby/apa/d/large-6-bed-3-full-bath-home/6560163761.html,(healdsburg / windsor),3250,6,3.0,2430.0,house,3,2,1,1,0,0,0,19,128,1
618,"3 Bed 2 Bath Home for Rent in Cloverdale, Avaliable now!",https://sfbay.craigslist.org/nby/apa/d/3-bed-2-bath-home-for-rent-in/6560183570.html,(healdsburg / windsor),2350,3,2.0,1440.0,house,3,2,1,1,0,0,0,17,97,1
619,Amazing Views 2 Bedrooms 1 Bath with Balcony in Terra Linda / Central,https://sfbay.craigslist.org/nby/apa/d/amazing-views-2-bedrooms-1/6559310308.html,(san rafael),2500,2,1.0,800.0,apartment,4,4,0,0,0,1,0,7,244,1
620,Available; Mid~May2018; Upstairs; 1bedroom; 1bathroom;,https://sfbay.craigslist.org/nby/apa/d/available-midmay2018-upstairs/6569260492.html,(santa rosa),1728,1,1.0,,apartment,5,4,1,1,0,1,0,9,330,1
621,Amazing 1 Bedroom 1 Bath with Balcony in Terra Linda / Central,https://sfbay.craigslist.org/nby/apa/d/amazing-1-bedroom-1-bath-with/6559270469.html,(san rafael),1995,1,1.0,600.0,apartment,4,4,0,0,0,1,0,9,215,1
622,"3 Bed 2 Bath Home for rent in Cloverdale, Ready to Move In",https://sfbay.craigslist.org/nby/apa/d/3-bed-2-bath-home-for-rent-in/6560203670.html,(santa rosa),2350,3,2.0,1440.0,house,3,2,1,1,0,0,0,17,98,1
623,"Central Heat and Air Conditioning, Soothing Spa, Dishwasher",https://sfbay.craigslist.org/nby/apa/d/central-heat-and-air/6567512271.html,(santa rosa),2395,2,2.0,1210.0,apartment,5,0,1,1,0,1,0,9,237,1
624,Pet friendly 2 bed condo for rent,https://sfbay.craigslist.org/nby/apa/d/pet-friendly-2-bed-condo-for/6569258784.html,(rohnert pk / cotati),2250,2,1.5,1007.0,apartment,5,4,1,1,0,0,0,12,92,1
625,"COMMUNITY GARDEN, POOL, GYM & MORE!  AMAZINGLY PEACEFUL LOCATION **",https://sfbay.craigslist.org/nby/apa/d/community-garden-pool-gym/6558108509.html,(santa rosa),2459,2,2.0,,apartment,5,4,1,1,0,1,0,10,313,1
626,"Huge 6 Bed 3 Full Bath in Cloverdale, Ready to Move in NOW!",https://sfbay.craigslist.org/nby/apa/d/huge-6-bed-3-full-bath-in/6560296358.html,(santa rosa),3250,6,3.0,2430.0,house,3,2,1,1,0,0,0,5,128,1
627,Single family home available now in Benicia,https://sfbay.craigslist.org/nby/apa/d/single-family-home-available/6563880284.html,(848 Rose Drive Benicia CA),2937,3,2.5,2039.0,house,3,6,0,0,0,1,0,5,225,1
628,Comfortable Two Story Home Ideally Located,https://sfbay.craigslist.org/nby/apa/d/comfortable-two-story-home/6557336346.html,(sonoma),2450,2,1.5,,house,3,6,0,0,0,0,0,8,210,1
629,Brand New Single Level Listing Close to the Sonoma Square,https://sfbay.craigslist.org/nby/apa/d/brand-new-single-level/6560124131.html,(sonoma),3600,2,2.5,2200.0,house,5,6,0,0,0,0,0,22,340,1
630,"Very cute, updated duplex unit.",https://sfbay.craigslist.org/nby/apa/d/very-cute-updated-duplex-unit/6565967343.html,(sonoma),1375,1,1.0,,apartment,2,0,1,1,0,0,0,6,197,1
631,"Modern Tile Backsplash, State of the art Business Center, Media Room",https://sfbay.craigslist.org/nby/apa/d/modern-tile-backsplash-state/6567474167.html,,2070,1,1.0,716.0,apartment,0,0,0,0,0,0,0,9,250,1
632,Ready to Move In ASAP? Ask Us About Our Ready to Rent Options NOW!!,https://sfbay.craigslist.org/nby/apa/d/ready-to-move-in-asap-ask-us/6569254094.html,(san rafael),3863,3,2.0,1400.0,apartment,5,0,1,1,0,1,0,16,273,1
633,A HIGHER QUALITY OF LIVING! COME HOME TO LUXURY! W/D INCL.,https://sfbay.craigslist.org/nby/apa/d/higher-quality-of-living-come/6561306247.html,(santa rosa),2329,2,1.0,,apartment,5,4,1,1,0,1,0,9,316,1
634,Looking for Flexible Options? Ask Us About Our Flex Wall Today!!,https://sfbay.craigslist.org/nby/apa/d/looking-for-flexible-options/6569252393.html,(san rafael),3011,2,2.0,970.0,apartment,5,0,1,1,0,1,0,19,388,1
635,"Beautiful Townhome Apartment,  Unit 17, Available May 19th",https://sfbay.craigslist.org/nby/apa/d/beautiful-townhome-apartment/6559513361.html,(santa rosa),2150,2,1.0,990.0,townhouse,5,4,0,0,0,1,0,9,251,1
636,Beautiful Townhome 2 Bedroom Apartment!,https://sfbay.craigslist.org/nby/apa/d/beautiful-townhome-2-bedroom/6569252141.html,(santa rosa),2085,2,1.0,990.0,townhouse,5,4,1,0,0,1,0,9,247,1
637,FURNISHED 3 Bedroom Townhouse CLOVERDALE,https://sfbay.craigslist.org/nby/apa/d/furnished-3-bedroom-townhouse/6569252079.html,(healdsburg / windsor),3500,3,2.5,,townhouse,3,6,0,0,0,0,0,12,83,1
638,1 Bed/1 Bath - Custom Light Fixtures and Faucets,https://sfbay.craigslist.org/nby/apa/d/1-bed-1-bath-custom-light/6569251361.html,,2329,1,1.0,689.0,apartment,5,6,1,0,0,0,0,6,167,1
639,"Quartz Countertops, Soothing Spa, Faux Wood Flooring",https://sfbay.craigslist.org/nby/apa/d/quartz-countertops-soothing/6567513519.html,,2375,2,2.0,995.0,apartment,0,0,0,0,0,0,0,9,253,1
640,3 Bedrooms Perfect for You and Your Roommates! 1 Month Free!,https://sfbay.craigslist.org/nby/apa/d/3-bedrooms-perfect-for-you/6569243691.html,(san rafael),3863,3,2.0,1400.0,apartment,5,0,1,1,0,1,0,16,246,1
641,FABULOUS 1 BED*W/D*BEAUTIFUL VIEWS,https://sfbay.craigslist.org/nby/apa/d/fabulous-1-bedw-dbeautiful/6553941441.html,(santa rosa),1879,1,1.0,,apartment,5,4,1,1,0,1,0,10,310,1
642,Ignacio Hill Apts  Studio   **Coming Soon!!!!**,https://sfbay.craigslist.org/nby/apa/d/ignacio-hill-apts-studio/6569240553.html,(novato),2000,0,1.0,650.0,apartment,2,4,1,0,0,1,0,6,111,1
643,Ignacio Hill Apts  1 x 1    ***Available Now!!!!***,https://sfbay.craigslist.org/nby/apa/d/ignacio-hill-apts-1-1/6569238068.html,(novato),2150,1,1.0,650.0,apartment,2,4,1,0,0,1,0,6,111,1
644,Charming Tri-Level Home,https://sfbay.craigslist.org/nby/apa/d/charming-tri-level-home/6569234581.html,(petaluma),3000,2,1.0,1500.0,house,5,6,1,0,0,0,0,15,146,1
645,Zero Edge Swimming Pool,https://sfbay.craigslist.org/nby/apa/d/zero-edge-swimming-pool/6569234370.html,(Paradise Dr and Robin Dr),4874,2,2.0,1367.0,apartment,5,2,1,1,0,1,0,8,172,1
646,Look & Lease Today and Take a Free Month With You!,https://sfbay.craigslist.org/nby/apa/d/look-lease-today-and-take/6569234299.html,(san rafael),2109,1,1.0,650.0,apartment,5,0,1,1,0,1,0,17,571,1
647,CLEAN & SPACIOUS NEW STUDIO SANTA ROSA MOBILE HOME,https://sfbay.craigslist.org/nby/apa/d/clean-spacious-new-studio/6564660470.html,(santa rosa),1100,0,1.0,,manufactured,2,2,0,0,0,0,0,10,111,1
648,NAPA VALLEY STUDIO COTTAGE IN DOWNTOWN CALISTOGA!,https://sfbay.craigslist.org/nby/apa/d/napa-valley-studio-cottage-in/6564930469.html,(napa county),1310,0,1.0,350.0,apartment,2,2,0,0,0,0,0,14,150,1
649,SPACIOUS & BRIGHT 3 BDRM NAPA CONDO W/ PRIVATE YARD & GARAGE,https://sfbay.craigslist.org/nby/apa/d/spacious-bright-3-bdrm-napa/6560173418.html,(napa county),2600,3,2.5,1400.0,condo,5,6,0,0,0,1,0,13,285,1
650,SPECTACULAR SINGLE-LEVEL 3BDRM NAPA RIVERFRONT HOME WITH BOAT DOCK,https://sfbay.craigslist.org/nby/apa/d/spectacular-single-level/6556470984.html,(napa county),3700,3,2.0,1600.0,house,3,6,0,0,0,1,0,14,330,1
651,"1659A Allyn, St. Helena",https://sfbay.craigslist.org/nby/apa/d/1659a-allyn-st-helena/6543564007.html,(napa county),1700,0,1.0,,apartment,0,2,0,0,0,0,0,6,187,1
652,1043 Barrow Lane Gated 5 Acre East Napa Estate W/ 2 Barns and Pool,https://sfbay.craigslist.org/nby/apa/d/1043-barrow-lane-gated-5-acre/6569170387.html,(napa county),7000,4,3.0,3234.0,house,0,6,0,0,0,0,0,23,198,1
653,Gated San Rafael Estate w/Detached Guest House + Pool + Tennis Court,https://sfbay.craigslist.org/nby/apa/d/gated-san-rafael-estate/6564784160.html,(san rafael),11500,4,3.5,5164.0,house,5,5,0,0,0,0,0,22,704,1
654,"Top-floor, Waterfront View Condo- Updated & Spacious - FOUNDATION",https://sfbay.craigslist.org/nby/apa/d/top-floor-waterfront-view/6564313666.html,(greenbrae),4500,2,2.0,1545.0,condo,5,4,0,0,0,1,0,24,534,1
655,"Furnished  Single family house,  Woodacre      $3,500.00",https://sfbay.craigslist.org/nby/apa/d/furnished-single-family-house/6563197118.html,(west marin),3500,3,2.5,,house,5,3,0,0,1,1,0,20,71,1
656,Gorgeous vintage view home w/ home theater & pool - FOUNDATION,https://sfbay.craigslist.org/nby/apa/d/gorgeous-vintage-view-home/6564312457.html,(sausalito),11500,4,4.0,3401.0,house,5,5,1,1,0,1,0,24,666,1
657,LARGE 4BD/3.5BA MILL VALLEY HOME - Blks to Edna McGuire! -FOUNDATION,https://sfbay.craigslist.org/nby/apa/d/large-4bd-35ba-mill-valley/6561027139.html,(mill valley),8250,4,3.5,4208.0,house,5,6,0,0,0,1,0,18,554,1
658,Majestic Mill Valley 4bd/3ba Dipsea Trail- VIEWS- FOUNDATION,https://sfbay.craigslist.org/nby/apa/d/majestic-mill-valley-4bd-3ba/6550097577.html,(mill valley),7500,4,3.0,2772.0,house,5,5,1,1,0,1,0,23,563,1
659,DeSilva Island TownHome w/ Community Pool & Amenities -FOUNDATION,https://sfbay.craigslist.org/nby/apa/d/desilva-island-townhome/6561028811.html,(mill valley),5900,2,3.0,1898.0,townhouse,5,5,1,1,0,1,0,21,614,1
660,Luxury Yacht Club-Style Living in Tiburon - FOUNDATION,https://sfbay.craigslist.org/nby/apa/d/luxury-yacht-club-style/6554448443.html,(tiburon / belvedere),4168,2,2.0,1080.0,apartment,5,4,1,1,0,0,0,18,463,1
661,Sunny Upstairs Unit in Guerneville w/Private Beach!,https://sfbay.craigslist.org/nby/apa/d/sunny-upstairs-unit-in/6557593171.html,(russian river),1800,2,1.0,,duplex,3,0,0,0,0,0,0,11,318,1
662,Adorably Remodeled 1 Bedroom!,https://sfbay.craigslist.org/nby/apa/d/adorably-remodeled-1-bedroom/6564052796.html,(santa rosa),1400,1,1.0,,cottage/cabin,5,2,0,0,0,0,0,6,289,1
663,Sunny Upstairs Guerneville Studio w/Private Beach!,https://sfbay.craigslist.org/nby/apa/d/sunny-upstairs-guerneville/6557597978.html,(russian river),1000,0,1.0,,duplex,2,0,0,0,0,0,0,8,304,1
664,Gorgeous Remodeled 1 bdrm Apt.,https://sfbay.craigslist.org/nby/apa/d/gorgeous-remodeled-1-bdrm-apt/6558303954.html,(novato),1795,1,1.0,650.0,apartment,2,0,0,0,0,1,0,14,154,1
665,1 Bedroom 1 Bath Will Not Last Long!,https://sfbay.craigslist.org/nby/apa/d/1-bedroom-1-bath-will-not/6569212136.html,(rohnert pk / cotati),1670,1,1.0,670.0,apartment,2,4,1,1,0,1,0,4,135,1
666,Immaculate Home in Hamilton!,https://sfbay.craigslist.org/nby/apa/d/immaculate-home-in-hamilton/6542095150.html,(novato),4595,4,2.5,,house,5,6,0,1,0,1,0,9,132,1
667,"1/1 New SS Kitchen, Near restaurants, shopping, gym, wine shops!",https://sfbay.craigslist.org/nby/apa/d/1-1-new-ss-kitchen-near/6569210694.html,(larkspur),2869,1,1.0,708.0,apartment,5,4,1,1,1,0,0,9,171,1
668,Updated  Sonoma Home,https://sfbay.craigslist.org/nby/apa/d/updated-sonoma-home/6562978036.html,(sonoma),3950,3,1.5,,house,3,6,1,1,0,1,0,17,153,1
669,Tranquil Mountain Retreat,https://sfbay.craigslist.org/nby/apa/d/tranquil-mountain-retreat/6562856132.html,(sonoma),3600,3,3.0,1800.0,house,5,6,1,1,0,1,0,24,349,1
670,Updated end unit in desirable Sonoma area,https://sfbay.craigslist.org/nby/apa/d/updated-end-unit-in-desirable/6550853463.html,(sonoma),2700,2,1.5,1300.0,condo,5,5,1,1,0,1,0,18,218,1
671,Third Floor - 2x2 - W/ Washer/Dryer - Available May 9 55+,https://sfbay.craigslist.org/nby/apa/d/third-floor-2x2-washer-dryer/6569206208.html,(rohnert pk / cotati),2510,2,2.0,1215.0,apartment,4,0,1,1,0,1,0,7,396,1
672,Meticulous East Side Home,https://sfbay.craigslist.org/nby/apa/d/meticulous-east-side-home/6553009927.html,(sonoma),6750,3,2.5,2000.0,house,5,5,0,1,1,0,0,16,206,1
673,Light and Bright Sonoma Duplex,https://sfbay.craigslist.org/nby/apa/d/light-and-bright-sonoma-duplex/6560394485.html,(sonoma),1925,2,1.0,,duplex,3,2,0,0,0,1,0,8,143,1
674,Sonoma Country Home,https://sfbay.craigslist.org/nby/apa/d/sonoma-country-home/6553763614.html,(sonoma),5500,3,3.5,2994.0,house,3,6,1,1,0,1,0,23,309,1
675,The Grateful Nest,https://sfbay.craigslist.org/nby/apa/d/the-grateful-nest/6564694391.html,(sonoma),10500,4,3.5,3400.0,house,5,5,1,1,1,1,0,19,689,1
676,"♥ Apartments in Petaluma, Spacious Patio or Balcony, Dish Washer",https://sfbay.craigslist.org/nby/apa/d/apartments-in-petaluma/6564027200.html,,2429,2,1.5,1028.0,apartment,2,3,1,1,0,1,1,7,131,1
677,Walk to Ferry! Move to Larkspur Courts this spring! $2499! Special!,https://sfbay.craigslist.org/nby/apa/d/walk-to-ferry-move-to/6569202171.html,(larkspur),2499,1,1.0,781.0,apartment,5,4,1,1,0,1,1,6,338,1
678,BEAUTIFULLY APPOINTED 1X1 WITH GRANITE KITCHEN & BATH,https://sfbay.craigslist.org/nby/apa/d/beautifully-appointed-1x1/6569201010.html,(santa rosa),2074,1,1.0,,apartment,0,0,0,0,0,0,0,6,234,1
679,3BR/1.5BA Your New Home is waiting! Call us Today!,https://sfbay.craigslist.org/nby/apa/d/3br-15ba-your-new-home-is/6560520713.html,(tiburon / belvedere),4704,3,1.5,1200.0,apartment,5,4,1,1,0,1,0,8,259,1
680,Beautiful Home in Newer Neighborhood,https://sfbay.craigslist.org/nby/apa/d/beautiful-home-in-newer/6552654445.html,(mill valley),7800,4,3.0,2500.0,house,0,0,0,0,0,0,0,19,215,1
681,"1 bed 1 bath Carpeting, Professional On Site Management",https://sfbay.craigslist.org/nby/apa/d/1-bed-1-bath-carpeting/6565075375.html,(Napa),1690,1,1.0,690.0,apartment,2,2,1,1,0,1,0,9,170,1
682,Bennett Valley,https://sfbay.craigslist.org/nby/apa/d/bennett-valley/6566839360.html,(santa rosa),1795,2,1.0,1050.0,apartment,2,4,1,0,0,1,0,8,94,1
683,Second Floor - 1x1 + Den - Washer/Dryer - Available May 13th!! 55+,https://sfbay.craigslist.org/nby/apa/d/second-floor-1x1-den-washer/6569196007.html,(rohnert pk / cotati),2210,1,1.0,835.0,apartment,5,0,1,1,0,1,0,8,400,1
684,2 Bedroom Condo in San Rafael - Pool/Hot Tub Access,https://sfbay.craigslist.org/nby/apa/d/2-bedroom-condo-in-san-rafael/6563113831.html,(san rafael),3250,2,2.0,,condo,5,0,0,0,0,0,0,6,60,1
685,"Nightly Courtesy Patrol, Private Patio/Balcony, Public Parks Nearby",https://sfbay.craigslist.org/nby/apa/d/nightly-courtesy-patrol/6569188077.html,,2880,3,2.0,1156.0,apartment,0,0,0,0,0,0,0,9,249,1
686,Stunning Single-Family Home in Sausalito - PRANDI,https://sfbay.craigslist.org/nby/apa/d/stunning-single-family-home/6557595787.html,(sausalito),5450,2,2.5,1504.0,house,5,0,0,0,0,1,0,8,103,1
687,"2 bed 1 bath Laundry Facility, Carpeting",https://sfbay.craigslist.org/nby/apa/d/2-bed-1-bath-laundry-facility/6569179747.html,(Napa),2055,2,1.0,870.0,apartment,2,2,1,1,0,1,0,9,247,1
688,"Faux Wood Flooring, Public Parks Nearby, Quartz Countertops",https://sfbay.craigslist.org/nby/apa/d/faux-wood-flooring-public/6569186459.html,,2495,2,2.0,1021.0,apartment,0,0,0,0,0,0,0,9,243,1
689,One Bedroom House in Private Mountain Setting,https://sfbay.craigslist.org/nby/apa/d/one-bedroom-house-in-private/6562887406.html,(napa county),1800,2,1.0,,house,3,4,0,0,0,0,0,9,134,1
690,Luxury One Bedroom Napa Riverfront Condominium,https://sfbay.craigslist.org/nby/apa/d/luxury-one-bedroom-napa/6557315413.html,(napa county),3600,1,1.0,997.0,condo,5,2,0,0,0,0,0,24,184,1
691,Spacious Two Bedroom Duplex Close to Downtown Napa,https://sfbay.craigslist.org/nby/apa/d/spacious-two-bedroom-duplex/6549894598.html,(napa county),1925,2,1.0,,duplex,3,6,0,0,0,0,0,8,107,1
692,Updated Two Bedroom Napa Apartment,https://sfbay.craigslist.org/nby/apa/d/updated-two-bedroom-napa/6546435846.html,(napa county),2000,2,1.0,,apartment,0,0,0,0,0,0,0,8,110,1
693,"Central Heat and Air Conditioning, Soothing Spa, Garage",https://sfbay.craigslist.org/nby/apa/d/central-heat-and-air/6569184470.html,,2375,2,2.0,995.0,apartment,0,0,0,0,0,0,0,9,246,1
694,Gorgeous Four Bedroom House on Six Acres with Views,https://sfbay.craigslist.org/nby/apa/d/gorgeous-four-bedroom-house/6569184096.html,(napa county),4300,4,2.5,2991.0,house,5,6,0,0,0,0,0,7,175,1
695,8100 Carlisle Way 3 Bed 2 Bath in Prestigious Hiddenbrook Community,https://sfbay.craigslist.org/nby/apa/d/8100-carlisle-way-3-bed-2/6569183771.html,(napa county),2800,3,2.5,2026.0,house,0,0,0,0,0,0,0,18,195,1
696,"Tile Backsplash, Package Concierge, Crown Molding",https://sfbay.craigslist.org/nby/apa/d/tile-backsplash-package/6567454921.html,(novato),2210,1,1.0,650.0,apartment,0,0,0,0,0,0,0,9,241,1
697,"Stainless Steel Appliances, Assigned Parking and Guest Parking",https://sfbay.craigslist.org/nby/apa/d/stainless-steel-appliances/6569183619.html,(santa rosa),2100,2,2.0,908.0,apartment,2,4,1,1,0,1,1,21,296,1
698,Ooh La La!,https://sfbay.craigslist.org/nby/apa/d/ooh-la-la/6569183274.html,(rohnert pk / cotati),1750,1,1.0,597.0,apartment,2,4,1,1,0,1,0,4,198,1
699,"Gourmet Kitchen with Breakfast Bar and Pantry, Carpeting, Carport",https://sfbay.craigslist.org/nby/apa/d/gourmet-kitchen-with/6569183074.html,,2020,1,1.0,716.0,apartment,0,0,0,0,0,0,0,9,243,1
700,"Night Patrol, Fitness Center, Gym, Spa!",https://sfbay.craigslist.org/nby/apa/d/night-patrol-fitness-center/6569182370.html,(santa rosa),2520,2,2.0,1350.0,apartment,5,4,1,1,0,1,0,9,246,1
701,Beautiful Four Bedroom North Napa Home,https://sfbay.craigslist.org/nby/apa/d/beautiful-four-bedroom-north/6551994606.html,(napa county),3300,4,2.0,2096.0,house,3,6,0,0,0,0,0,22,150,1
702,Spacious One Bedroom Barn in Idyllic Vineyard Setting,https://sfbay.craigslist.org/nby/apa/d/spacious-one-bedroom-barn-in/6553989659.html,(napa county),2800,1,1.0,,cottage/cabin,2,2,1,0,0,0,0,16,119,1
703,Absolutely Stunning 1600 Square Foot One Bedroom Home on Acreage,https://sfbay.craigslist.org/nby/apa/d/absolutely-stunning-1600/6554020935.html,(napa county),4000,1,1.0,1603.0,house,3,2,0,0,0,0,0,24,133,1
704,Gated Home on Acreage with Vineyard Views,https://sfbay.craigslist.org/nby/apa/d/gated-home-on-acreage-with/6569179598.html,(napa county),4500,4,3.0,2342.0,house,5,6,0,0,0,0,0,11,225,1
705,Get it before its gone. Upstairs 1x1 $1700.00,https://sfbay.craigslist.org/nby/apa/d/get-it-before-its-gone/6563097062.html,(rohnert pk / cotati),1700,1,1.0,640.0,apartment,2,4,1,1,0,1,0,7,174,1
706,1x1 Available Now. Roomy!,https://sfbay.craigslist.org/nby/apa/d/1x1-available-now-roomy/6560518185.html,(tiburon / belvedere),3310,1,1.0,880.0,apartment,5,4,1,1,0,1,0,11,273,1
707,Newly Remodeled Novato Home,https://sfbay.craigslist.org/nby/apa/d/newly-remodeled-novato-home/6566993519.html,(novato),3450,3,2.0,1247.0,house,3,6,0,0,0,1,0,14,191,1
708,Cozy and Bright Hillside Cottage - PRANDI,https://sfbay.craigslist.org/nby/apa/d/cozy-and-bright-hillside/6564711761.html,(mill valley),2500,1,1.0,500.0,cottage/cabin,2,3,0,0,0,1,0,6,169,1
709,Spacious 2 Bedroom on the Ground Floor that is Waiting for YOU!,https://sfbay.craigslist.org/nby/apa/d/spacious-2-bedroom-on-the/6559218501.html,,2395,2,2.0,1210.0,apartment,5,4,1,1,0,1,0,9,244,1
